order_id,order_date,ship_date,region,state,city,sales_channel,customer_segment,category,sub_category,product_name,units_sold,unit_price,unit_cost,discount_pct,marketing_spend,inventory_days,returned,customer_rating,gross_sales,unit_price_zscore,unit_cost_zscore,marketing_spend_zscore,inventory_days_zscore,discount_amount,net_revenue,total_cost,profit,profit_margin_pct,ship_delay_days,is_weekend_order,order_year,order_month,order_month_name,year_month,quarter,average_selling_price,return_flag,high_discount_flag
ORD-101738,2023-01-03,2023-01-06,North,Punjab,Ludhiana,Retail Store,Corporate,Office Supplies,Appliances,Label Printer,4,82.73,61.01,0.05,48.33,16,0,4.0,330.92,-0.9804617730634081,-0.922706944353377,-0.49772391282367784,-0.2593434640305474,16.546000000000003,314.374,244.04,22.004000000000033,6.999306558430414,3,False,2023,1,Jan,2023-01,2023Q1,78.5935,Not Returned,Normal
ORD-104626,2023-01-03,2023-01-04,West,Rajasthan,Jaipur,Online,Consumer,Office Supplies,Appliances,Label Printer,4,188.13,154.08,0.05,66.8,29,1,4.0,752.52,-0.7405902245326506,-0.5971252553675824,0.08496995271115589,1.9021291814349726,37.626,714.894,616.32,31.77399999999996,4.444574999930054,1,False,2023,1,Jan,2023-01,2023Q1,178.7235,Returned,Normal
ORD-101912,2023-01-03,2023-01-09,North,Haryana,Gurugram,Distributor,Consumer,Office Supplies,Binders,Ring Binder,7,168.51,83.36,0.15,49.07,17,0,5.0,1179.57,-0.7852418353692109,-0.8445211621589801,-0.47437830045249335,-0.09307633745627664,176.9355,1002.6344999999999,583.52,370.0444999999999,36.90721793435194,6,False,2023,1,Jan,2023-01,2023Q1,143.2335,Not Returned,High
ORD-101621,2023-01-03,2023-01-08,South,Karnataka,Bengaluru,Retail Store,Small Business,Office Supplies,Paper,Printer Paper,4,183.91,144.36,0.0,50.05,14,0,4.1,735.64,-0.7501941897584551,-0.6311281995702462,-0.44346113812308696,-0.5918777171790889,0.0,735.64,577.44,108.14999999999993,14.701484421728011,5,False,2023,1,Jan,2023-01,2023Q1,183.91,Not Returned,Normal
ORD-104110,2023-01-03,2023-01-07,West,Maharashtra,Mumbai,Online,Consumer,Technology,Laptops,Business Laptop,7,1217.39,880.58,0.1,39.39,27,0,4.1,8521.730000000001,1.6018214456833606,1.944349946611355,-0.7797641487674468,1.569594928286431,852.1730000000002,7669.557000000001,6164.06,1466.1070000000002,19.115928077723396,4,False,2023,1,Jan,2023-01,2023Q1,1095.651,Not Returned,Normal
ORD-103190,2023-01-03,2023-01-07,East,Bihar,Patna,Retail Store,Home Office,Office Supplies,Paper,Printer Paper,7,214.19,124.18,0.1,66.46,18,0,4.0,1499.33,-0.6812823255315922,-0.7017227894889454,0.07424359027034129,0.07319078911799412,149.933,1349.397,869.26,413.67699999999996,30.656433947904137,4,False,2023,1,Jan,2023-01,2023Q1,192.771,Not Returned,Normal
ORD-101293,2023-01-04,2023-01-06,West,Rajasthan,Jaipur,Retail Store,Consumer,Furniture,Storage,Office Cabinet,3,628.48,298.75,0.1,25.09,18,0,2.6,1885.44,0.2615676160320469,-0.09103410950344917,-1.2309023337781735,0.07319078911799412,188.544,1696.896,896.25,775.5559999999999,45.70439201931055,2,False,2023,1,Jan,2023-01,2023Q1,565.632,Not Returned,Normal
ORD-101236,2023-01-04,2023-01-09,West,Gujarat,Ahmedabad,Distributor,Consumer,Office Supplies,Binders,Ring Binder,8,125.32,93.48,0.15,32.4,17,0,3.6,1002.56,-0.8835345505593761,-0.8091189198409804,-1.0002855413006622,-0.09307633745627664,150.384,852.1759999999999,747.84,71.9359999999999,8.441448714819462,5,False,2023,1,Jan,2023-01,2023Q1,106.52199999999999,Not Returned,High
ORD-100772,2023-01-04,2023-01-07,North,Delhi,New Delhi,Online,Consumer,Furniture,Tables,Standing Desk,5,179.15,116.08,0.1,66.21,24,0,3.2,895.75,-0.7610270984017796,-0.7300585763244987,0.06635655906386005,1.0707935485636186,89.575,806.175,580.4,159.565,19.792848947188887,3,False,2023,1,Jan,2023-01,2023Q1,161.23499999999999,Not Returned,Normal
ORD-101549,2023-01-04,2023-01-09,North,Punjab,Ludhiana,Distributor,Corporate,Furniture,Tables,Standing Desk,7,734.78,570.51,0.1,113.08,16,0,4.6,5143.46,0.5034874035920044,0.859649030055802,1.5450171696549624,-0.2593434640305474,514.346,4629.114,3993.5699999999997,522.4639999999998,11.286479442934434,5,False,2023,1,Jan,2023-01,2023Q1,661.3019999999999,Not Returned,Normal
ORD-100380,2023-01-04,2023-01-06,East,Bihar,Patna,Online,Consumer,Technology,Laptops,Business Laptop,5,1208.55,564.55,0.0,100.79,10,0,3.9,6042.75,1.581703186774329,0.838799488137296,1.157290715544345,-1.256946223476172,0.0,6042.75,2822.75,3119.21,51.61904761904762,2,False,2023,1,Jan,2023-01,2023Q1,1208.55,Not Returned,Normal
ORD-103233,2023-01-04,2023-01-07,South,Telangana,Hyderabad,Retail Store,Corporate,Furniture,Storage,Office Cabinet,4,465.04,241.8,0.1,43.98,22,0,4.5,1860.16,-0.11039259167067624,-0.2902591786744064,-0.6349582558164514,0.7382592954150772,186.01600000000002,1674.144,967.2,662.9639999999999,39.600177762486375,3,False,2023,1,Jan,2023-01,2023Q1,418.536,Not Returned,Normal
ORD-103216,2023-01-04,2023-01-08,West,Maharashtra,Mumbai,Online,Consumer,Furniture,Storage,Office Cabinet,2,884.29,698.85,0.05,64.08,15,0,4.3,1768.58,0.8437454227649984,1.3086138303613448,-0.0008409468153599399,-0.42561059060481815,88.429,1680.1509999999998,1397.7,218.3709999999998,12.99710561729272,4,False,2023,1,Jan,2023-01,2023Q1,840.0754999999999,Not Returned,Normal
ORD-102788,2023-01-04,2023-01-07,North,Delhi,New Delhi,Online,Consumer,Office Supplies,Paper,Printer Paper,5,72.46,46.71,0.05,88.81,15,0,4.4,362.29999999999995,-1.003834456207724,-0.9727318519766376,0.7793441801297641,-0.42561059060481815,18.115,344.18499999999995,233.55,21.824999999999932,6.341066577567278,3,False,2023,1,Jan,2023-01,2023Q1,68.83699999999999,Not Returned,Normal
ORD-104597,2023-01-04,2023-01-08,South,Telangana,Hyderabad,Online,Small Business,Technology,Laptops,Business Laptop,4,172.29,88.42,0.1,21.59,26,0,4.1,689.16,-0.7766392314465709,-0.8268200409999802,-1.3413207706689108,1.4033278017121602,68.916,620.2439999999999,353.68,244.9739999999999,39.496391742604516,4,False,2023,1,Jan,2023-01,2023Q1,155.06099999999998,Not Returned,Normal
ORD-100845,2023-01-04,2023-01-08,East,Odisha,Bhubaneswar,Online,Small Business,Office Supplies,Paper,Printer Paper,6,160.19,91.83,0.05,56.2,9,0,4.1,961.14,-0.8041766672835933,-0.8148910245667413,-0.24944017044364838,-1.4232133500504427,48.057,913.083,550.98,305.90299999999996,33.50221173759669,4,False,2023,1,Jan,2023-01,2023Q1,152.1805,Not Returned,Normal
ORD-100900,2023-01-04,2023-01-06,North,Punjab,Ludhiana,Online,Corporate,Technology,Phones,5G Smartphone,7,912.69,739.55,0.15,114.31,23,0,4.4,6388.83,0.9083787432419769,1.4509924135967784,1.5838213631908502,0.904526421989348,958.3245,5430.5055,5176.849999999999,139.34550000000075,2.565976592786818,2,False,2023,1,Jan,2023-01,2023Q1,775.7865,Not Returned,High
ORD-102627,2023-01-04,2023-01-10,West,Gujarat,Ahmedabad,Retail Store,Consumer,Office Supplies,Paper,Printer Paper,5,14.36,8.06,0.1,29.64,18,0,4.9,71.8,-1.1360596646483028,-1.1079390323709746,-1.087358365820215,0.07319078911799412,7.18,64.62,40.300000000000004,-5.32,-8.23274528009904,6,False,2023,1,Jan,2023-01,2023Q1,12.924000000000001,Not Returned,Normal
ORD-102645,2023-01-05,2023-01-07,West,Rajasthan,Jaipur,Retail Store,Consumer,Technology,Phones,5G Smartphone,6,1340.73,618.93,0.15,118.45,26,1,4.3,8044.38,1.8825212255295052,1.0290340669172198,1.7144305999701797,1.4033278017121602,1206.657,6837.723,3713.58,3005.693,43.95751334179522,2,False,2023,1,Jan,2023-01,2023Q1,1139.6205,Returned,High
ORD-100844,2023-01-05,2023-01-07,South,Karnataka,Bengaluru,Online,Consumer,Furniture,Chairs,Ergonomic Chair,4,639.01,320.59,0.2,64.27,12,0,4.3,2556.04,0.28553201267368705,-0.014632432406105848,0.005153196901565729,-0.9244119703276305,511.208,2044.8319999999999,1282.36,698.202,34.14471213283047,2,False,2023,1,Jan,2023-01,2023Q1,511.20799999999997,Not Returned,High
ORD-102400,2023-01-05,2023-01-09,South,Tamil Nadu,Chennai,Retail Store,Corporate,Technology,Laptops,Business Laptop,7,1280.68,1044.36,0.05,94.93,16,0,3.4,8964.76,1.745858165858993,2.517292559935663,0.972418704064425,-0.2593434640305474,448.23800000000006,8516.522,7310.5199999999995,1111.0720000000013,13.04607679050205,4,False,2023,1,Jan,2023-01,2023Q1,1216.6460000000002,Not Returned,Normal
ORD-100464,2023-01-05,2023-01-10,North,Punjab,Ludhiana,Online,Home Office,Office Supplies,Paper,Printer Paper,7,117.29,93.28,0.2,63.48,21,0,4.4,821.0300000000001,-0.9018093943421274,-0.8098185688986483,-0.019769821710914952,0.5719921688408064,164.20600000000002,656.8240000000001,652.96,-59.615999999999964,-9.076404029085412,5,False,2023,1,Jan,2023-01,2023Q1,93.83200000000001,Not Returned,High
ORD-104884,2023-01-05,2023-01-11,North,Delhi,New Delhi,Online,Consumer,Office Supplies,Binders,Ring Binder,1,130.57,97.1,0.05,112.84,17,0,3.5,130.57,-0.8715864895557094,-0.79645527189719,1.5374456196967408,-0.09307633745627664,6.5285,124.0415,97.1,-85.8985,-69.24980752409475,6,False,2023,1,Jan,2023-01,2023Q1,124.0415,Not Returned,Normal
ORD-104054,2023-01-05,2023-01-07,South,Telangana,Hyderabad,Online,Home Office,Office Supplies,Binders,Ring Binder,4,50.63,32.35,0.2,61.83,14,0,4.7,202.52,-1.053515631771542,-1.0229666543171985,-0.07182422767369107,-0.5918777171790889,40.504000000000005,162.01600000000002,129.4,-29.213999999999984,-18.031552439265248,2,False,2023,1,Jan,2023-01,2023Q1,40.504000000000005,Not Returned,High
ORD-103398,2023-01-06,2023-01-11,North,Punjab,Ludhiana,Retail Store,Consumer,Technology,Phones,5G Smartphone,5,1088.32,597.25,0.0,41.78,18,0,3.7,5441.599999999999,1.3080812106846422,0.9531921090660109,-0.7043641304334862,0.07319078911799412,0.0,5441.599999999999,2986.25,2413.5699999999993,44.3540502793296,5,False,2023,1,Jan,2023-01,2023Q1,1088.32,Not Returned,Normal
ORD-100574,2023-01-06,2023-01-11,South,Tamil Nadu,Chennai,Retail Store,Corporate,Office Supplies,Appliances,Label Printer,3,34.35,17.4,0.0,92.92,18,0,2.9,103.05000000000001,-1.0905659999886268,-1.07526542137788,0.9090069731643157,0.07319078911799412,0.0,103.05000000000001,52.199999999999996,-42.069999999999986,-40.82484230955845,5,False,2023,1,Jan,2023-01,2023Q1,34.35,Not Returned,Normal
ORD-101278,2023-01-06,2023-01-09,North,Delhi,New Delhi,Distributor,Small Business,Office Supplies,Appliances,Label Printer,5,230.89,147.27,0.1,22.85,15,0,3.9,1154.4499999999998,-0.6432761124342141,-0.6209483057811771,-1.3015701333882455,-0.42561059060481815,115.445,1039.0049999999999,736.35,279.80499999999984,26.93009177049195,3,False,2023,1,Jan,2023-01,2023Q1,207.801,Not Returned,Normal
ORD-104688,2023-01-06,2023-01-12,East,Odisha,Bhubaneswar,Online,Consumer,Technology,Accessories,Wireless Headset,4,130.0,104.69,0.15,33.24,24,0,3.8,520.0,-0.8728837076075361,-0.7699035901586901,-0.9737851164468853,1.0707935485636186,78.0,442.0,418.76,-9.999999999999993,-2.2624434389140258,6,False,2023,1,Jan,2023-01,2023Q1,110.5,Not Returned,High
ORD-102201,2023-01-06,2023-01-10,West,Gujarat,Ahmedabad,Retail Store,Home Office,Office Supplies,Appliances,Label Printer,5,60.25,29.38,0.0,72.27,12,0,3.3,301.25,-1.0316222323705375,-1.033356442823568,0.2575381955089653,-0.9244119703276305,0.0,301.25,146.9,82.08,27.246473029045642,4,False,2023,1,Jan,2023-01,2023Q1,60.25,Not Returned,Normal
ORD-100103,2023-01-06,2023-01-09,East,Bihar,Patna,Distributor,Corporate,Office Supplies,Appliances,Label Printer,7,58.61,47.58,0.05,30.0,12,0,3.3,410.27,-1.0353545790459686,-0.9696883785757818,-1.0760010408828822,-0.9244119703276305,20.5135,389.75649999999996,333.06,26.696499999999958,6.849532977641158,3,False,2023,1,Jan,2023-01,2023Q1,55.6795,Not Returned,Normal
ORD-101189,2023-01-06,2023-01-10,West,Gujarat,Ahmedabad,Retail Store,Home Office,Office Supplies,Appliances,Label Printer,6,228.48,177.71,0.15,113.3,18,0,3.7,1370.8799999999999,-0.648760841390183,-0.5144617192041107,1.5519577571166658,0.07319078911799412,205.63199999999998,1165.2479999999998,1066.26,-14.312000000000168,-1.2282363925962687,4,False,2023,1,Jan,2023-01,2023Q1,194.20799999999997,Not Returned,High
ORD-100706,2023-01-06,2023-01-12,North,Delhi,New Delhi,Distributor,Home Office,Technology,Phones,5G Smartphone,4,1417.0,916.41,0.1,64.5,19,1,3.9,5668.0,2.056098104148489,2.0696920752925734,0.012409265611528593,0.23945791569226488,566.8000000000001,5101.2,3665.64,1371.06,26.877205363443895,6,False,2023,1,Jan,2023-01,2023Q1,1275.3,Returned,Normal
ORD-104360,2023-01-06,2023-01-10,North,Delhi,New Delhi,Retail Store,Consumer,Technology,Accessories,Wireless Headset,2,695.53,468.98,0.15,43.79,12,0,4.3,1391.06,0.41416142370744813,0.504472185930652,-0.6409523995333771,-0.9244119703276305,208.659,1182.4009999999998,937.96,200.6509999999998,16.969792819863976,4,False,2023,1,Jan,2023-01,2023Q1,591.2004999999999,Not Returned,High
ORD-101531,2023-01-07,2023-01-12,West,Gujarat,Ahmedabad,Online,Home Office,Technology,Accessories,Wireless Headset,6,1489.21,973.56,0.05,18.37,26,0,4.5,8935.26,2.220435148924637,2.2696167935211986,-1.4429057326083892,1.4033278017121602,446.76300000000003,8488.497,5841.36,2628.767,30.968580185632394,5,True,2023,1,Jan,2023-01,2023Q1,1414.7495,Not Returned,Normal
ORD-101806,2023-01-07,2023-01-11,North,Punjab,Ludhiana,Online,Home Office,Office Supplies,Binders,Ring Binder,2,204.33,92.73,0.05,115.81,23,0,3.3,408.66,-0.7037219220070501,-0.8117426038072353,1.6311435504297378,0.904526421989348,20.433000000000003,388.22700000000003,185.46,86.95700000000002,22.398493664788905,4,True,2023,1,Jan,2023-01,2023Q1,194.11350000000002,Not Returned,Normal
ORD-101174,2023-01-07,2023-01-12,North,Delhi,New Delhi,Distributor,Consumer,Office Supplies,Appliances,Label Printer,2,75.05,42.7,0.05,17.72,9,0,4.8,150.1,-0.9979400794459149,-0.9867598155828805,-1.4634120137452404,-1.4232133500504427,7.505,142.595,85.4,39.474999999999994,27.683298853395975,5,True,2023,1,Jan,2023-01,2023Q1,71.2975,Not Returned,Normal
ORD-103724,2023-01-07,2023-01-12,East,Bihar,Patna,Retail Store,Corporate,Office Supplies,Paper,Printer Paper,4,92.31,50.13,0.05,22.64,6,0,3.8,369.24,-0.9586594065081456,-0.960767853090515,-1.3081952396016896,-1.922014729773255,18.462,350.778,200.52,127.61800000000001,36.38141502602786,5,True,2023,1,Jan,2023-01,2023Q1,87.6945,Not Returned,Normal
ORD-102442,2023-01-07,2023-01-10,South,Karnataka,Bengaluru,Retail Store,Corporate,Office Supplies,Appliances,Label Printer,4,219.13,168.15,0.1,82.67,31,0,3.4,876.52,-0.6700397690824277,-0.5479049441606401,0.5856386936985849,2.234663434583514,87.652,788.8679999999999,672.6,33.597999999999914,4.259014182347353,3,True,2023,1,Jan,2023-01,2023Q1,197.21699999999998,Not Returned,Normal
ORD-104767,2023-01-07,2023-01-09,North,Haryana,Gurugram,Retail Store,Consumer,Furniture,Tables,Standing Desk,4,587.63,277.22,0.1,117.17,19,0,4.6,2350.52,0.16860032231780164,-0.1663513305614071,1.6740490001929955,0.23945791569226488,235.05200000000002,2115.468,1108.88,889.4179999999998,42.04355726486999,2,True,2023,1,Jan,2023-01,2023Q1,528.867,Not Returned,Normal
ORD-104130,2023-01-07,2023-01-12,South,Tamil Nadu,Chennai,Distributor,Consumer,Office Supplies,Paper,Printer Paper,3,124.86,61.0,0.1,100.91,16,0,4.1,374.58,-0.8845814282854116,-0.9227419268062603,1.1610764905234559,-0.2593434640305474,37.458,337.12199999999996,183.0,53.21199999999996,15.78419681895574,5,True,2023,1,Jan,2023-01,2023Q1,112.37399999999998,Not Returned,Normal
ORD-101069,2023-01-08,2023-01-11,West,Rajasthan,Jaipur,Distributor,Consumer,Office Supplies,Appliances,Label Printer,5,111.88,82.34,0.1,30.64,20,0,4.4,559.4,-0.9141215867287631,-0.8480893723530869,-1.0558102409942902,0.40572504226653566,55.94,503.46,411.70000000000005,61.11999999999993,12.139991260477483,3,True,2023,1,Jan,2023-01,2023Q1,100.692,Not Returned,Normal
ORD-101762,2023-01-08,2023-01-13,South,Tamil Nadu,Chennai,Distributor,Corporate,Office Supplies,Appliances,Label Printer,2,65.48,32.2,0.15,58.67,13,0,4.1,130.96,-1.0197196877897416,-1.0234913911104495,-0.1715163021236138,-0.7581448437533597,19.644000000000002,111.316,64.4,-11.754000000000005,-10.559128966186357,5,True,2023,1,Jan,2023-01,2023Q1,55.658,Not Returned,High
ORD-104787,2023-01-08,2023-01-09,East,West Bengal,Kolkata,Online,Corporate,Office Supplies,Appliances,Label Printer,4,39.09,23.2,0.05,103.33,9,0,4.3,156.36,-1.0797786077681732,-1.0549755987055085,1.2374229526021943,-1.4232133500504427,7.818000000000001,148.542,92.8,-47.587999999999994,-32.03673035235825,1,True,2023,1,Jan,2023-01,2023Q1,37.1355,Not Returned,Normal
ORD-103798,2023-01-08,2023-01-14,North,Punjab,Ludhiana,Online,Consumer,Technology,Accessories,Wireless Headset,2,160.05,125.38,0.05,98.87,36,0,4.7,320.1,-0.804495282243691,-0.6975248951429376,1.0967183158785692,3.0659990674548676,16.005000000000003,304.095,250.76,-45.53499999999997,-14.973939065094777,6,True,2023,1,Jan,2023-01,2023Q1,152.0475,Not Returned,Normal
ORD-100302,2023-01-08,2023-01-13,West,Maharashtra,Mumbai,Retail Store,Consumer,Technology,Phones,5G Smartphone,4,1081.17,701.08,0.0,42.89,11,0,3.8,4324.68,1.2918090895082202,1.316414917354343,-0.6693457118767095,-1.0906790969019011,0.0,4324.68,2804.32,1477.47,34.163683787008516,5,True,2023,1,Jan,2023-01,2023Q1,1081.17,Not Returned,Normal
ORD-104392,2023-01-09,2023-01-10,North,Punjab,Ludhiana,Online,Consumer,Office Supplies,Binders,Ring Binder,2,200.53,133.16,0.0,53.32,7,0,5.0,401.06,-0.7123700423525614,-0.6703085467996532,-0.3402987699423123,-1.7557476031989843,0.0,401.06,266.32,81.42000000000002,20.30120181518975,1,False,2023,1,Jan,2023-01,2023Q1,200.53,Not Returned,Normal
ORD-100800,2023-01-09,2023-01-14,North,Delhi,New Delhi,Online,Small Business,Technology,Laptops,Business Laptop,3,369.23,172.61,0.15,64.27,12,1,3.8,1107.69,-0.32843901543473586,-0.5323027701746441,0.005153196901565729,-0.9244119703276305,166.1535,941.5365,517.83,359.4365,38.17552479378123,5,False,2023,1,Jan,2023-01,2023Q1,313.8455,Returned,High
ORD-103821,2023-01-09,2023-01-13,North,Haryana,Gurugram,Retail Store,Small Business,Office Supplies,Binders,Ring Binder,5,116.12,74.9,0.1,25.6,21,1,4.0,580.6,-0.9044721050800875,-0.8741163172983357,-1.2148127901169519,0.5719921688408064,58.06,522.54,374.5,122.43999999999997,23.431699008688327,4,False,2023,1,Jan,2023-01,2023Q1,104.508,Returned,Normal
ORD-103903,2023-01-09,2023-01-10,South,Tamil Nadu,Chennai,Retail Store,Consumer,Technology,Laptops,Business Laptop,5,1127.92,613.71,0.05,37.7,19,1,4.4,5639.6,1.3982037279694433,1.0107732265120857,-0.8330804797232599,0.23945791569226488,281.98,5357.620000000001,3068.55,2251.370000000001,42.02183058895555,1,False,2023,1,Jan,2023-01,2023Q1,1071.5240000000001,Returned,Normal
ORD-100789,2023-01-09,2023-01-11,North,Punjab,Ludhiana,Online,Small Business,Office Supplies,Binders,Ring Binder,3,114.88,91.15,0.2,25.29,20,0,3.5,344.64,-0.9072941232980963,-0.8172698313628124,-1.2245927088129887,0.40572504226653566,68.928,275.712,273.45000000000005,-23.028000000000056,-8.352193593314784,2,False,2023,1,Jan,2023-01,2023Q1,91.904,Not Returned,High
ORD-101681,2023-01-10,2023-01-13,East,Odisha,Bhubaneswar,Retail Store,Home Office,Technology,Phones,5G Smartphone,3,1442.19,948.33,0.05,27.81,18,0,3.3,4326.57,2.1134260387546537,2.181356064896383,-1.1450914342516576,0.07319078911799412,216.3285,4110.2415,2844.9900000000002,1237.4415,30.10629667380858,3,False,2023,1,Jan,2023-01,2023Q1,1370.0805,Not Returned,Normal
ORD-104045,2023-01-11,2023-01-16,East,Bihar,Patna,Distributor,Consumer,Office Supplies,Paper,Printer Paper,1,15.38,8.45,0.05,90.89,19,0,4.1,15.38,-1.1337383270818762,-1.106574716708522,0.844964279767688,0.23945791569226488,0.7690000000000001,14.611,8.45,-84.729,-579.8987064540414,5,False,2023,1,Jan,2023-01,2023Q1,14.611,Not Returned,Normal
ORD-101037,2023-01-11,2023-01-12,North,Haryana,Gurugram,Online,Corporate,Furniture,Tables,Standing Desk,9,115.32,72.82,0.05,58.2,19,0,3.1,1037.8799999999999,-0.9062927619949319,-0.8813926674980828,-0.18634392079179848,0.23945791569226488,51.894,985.9859999999999,655.3799999999999,272.406,27.627775647930097,1,False,2023,1,Jan,2023-01,2023Q1,109.55399999999999,Not Returned,Normal
ORD-103102,2023-01-11,2023-01-13,West,Rajasthan,Jaipur,Retail Store,Small Business,Technology,Phones,5G Smartphone,5,554.55,314.44,0.0,107.04,16,0,4.9,2772.75,0.09331615888898312,-0.03614664092939615,1.3544664957063761,-0.2593434640305474,0.0,2772.75,1572.2,1093.51,39.43774231358759,2,False,2023,1,Jan,2023-01,2023Q1,554.55,Not Returned,Normal
ORD-104229,2023-01-11,2023-01-16,West,Rajasthan,Jaipur,Online,Corporate,Technology,Accessories,Wireless Headset,6,218.87,100.89,0.15,65.42,11,0,4.2,1313.22,-0.6706314825797521,-0.7831969222543818,0.0414335404513796,-1.0906790969019011,196.983,1116.237,605.34,445.47700000000003,39.90881864693609,5,False,2023,1,Jan,2023-01,2023Q1,186.0395,Not Returned,High
ORD-101120,2023-01-11,2023-01-13,North,Haryana,Gurugram,Online,Consumer,Technology,Laptops,Business Laptop,6,776.95,394.38,0.15,84.34,17,0,4.4,4661.700000000001,0.5994587812157431,0.24350308742049542,0.6383240621578796,-0.09307633745627664,699.2550000000001,3962.4450000000006,2366.2799999999997,1511.825000000001,38.15384188297883,2,False,2023,1,Jan,2023-01,2023Q1,660.4075000000001,Not Returned,High
ORD-100838,2023-01-11,2023-01-14,East,Bihar,Patna,Distributor,Corporate,Furniture,Storage,Office Cabinet,3,800.2,538.92,0.2,93.16,13,0,5.0,2400.6000000000004,0.6523716228034103,0.7491394613971444,0.9165785231225375,-0.7581448437533597,480.1200000000001,1920.4800000000002,1616.7599999999998,210.56000000000049,10.963925685245378,3,False,2023,1,Jan,2023-01,2023Q1,640.1600000000001,Not Returned,High
